distancia,angulo_relativo,velocidade,energia,comportamento
151.23476897232110,6.92507331786088,0.0,100.0,0.0
141.61738448616055,0.00000000000000,0.0,100.0,1.0
140.00000000000000,-0.00000000000003,0.0,100.0,1.0
140.00000000000000,-0.00000000000003,0.0,100.0,1.0
140.00000000000000,-0.00000000000003,0.0,100.0,1.0
140.00000000000000,-0.00000000000003,0.0,100.0,1.0
140.00000000000000,-0.00000000000003,0.0,100.0,1.0
140.00000000000000,-0.00000000000003,0.0,100.0,1.0
140.00000000000000,-0.00000000000003,0.0,100.0,1.0
140.00000000000000,-0.00000000000003,0.0,100.0,1.0
140.00000000000000,-0.00000000000003,0.0,100.0,1.0
140.00000000000000,-0.00000000000003,0.0,99.0,1.0
140.00000000000000,-0.00000000000003,0.0,83.0,1.0
140.00000000000000,-0.00000000000003,0.0,86.0,1.0
140.00000000000000,-0.00000000000003,0.0,86.0,1.0
140.00000000000000,-0.00000000000003,0.0,86.0,1.0
140.03213916812100,1.22757883213452,2.0,86.0,1.0
140.80127840328730,6.11550356628538,5.0,86.0,1.0
144.55448799674133,14.42077312751095,8.0,86.0,1.0
148.49326584057620,19.47213929596661,2.5,86.0,1.0
148.66068747318516,19.65382405805327,0.0,86.0,1.0
148.66068747318516,19.65382405805327,0.0,86.0,1.0
148.66068747318516,19.65382405805327,0.0,86.0,1.0
148.66068747318516,19.65382405805327,0.0,86.0,1.0
148.66068747318516,19.65382405805327,0.0,86.0,1.0
148.66068747318516,19.65382405805327,0.0,70.0,1.0
148.78171930717846,17.34259975144414,-3.0,70.0,1.0
150.13660446406809,11.61334875913321,-6.0,70.0,0.0
146.89031847698250,-11.27308189496212,0.0,70.0,1.0
146.89031847698250,-11.27308189496212,0.0,70.0,1.0
146.89031847698250,-11.27308189496212,0.0,70.0,1.0
146.89031847698250,-11.27308189496212,0.0,70.0,1.0
146.89031847698250,-11.27308189496212,0.0,70.0,1.0
146.89031847698250,-11.27308189496212,0.0,70.0,1.0
146.89031847698250,-11.27308189496212,0.0,70.0,1.0
146.89031847698250,-11.27308189496212,0.0,54.0,1.0
147.01280781710602,-8.93403273078988,3.0,54.0,1.0
148.38384569173743,-3.13699012477330,6.0,54.0,1.0
152.91506028599457,4.86374128094657,6.5,54.0,0.0
142.72397333960978,2.89344005747348,0.0,54.0,1.0
142.26702835669465,2.90274139348489,0.0,54.0,1.0
142.26702835669465,2.90274139348489,0.0,54.0,1.0
142.26702835669465,2.90274139348489,0.0,54.0,1.0
142.26702835669465,2.90274139348489,0.0,54.0,1.0
142.26702835669465,2.90274139348489,0.0,38.0,1.0
142.27054283106028,2.50001395486361,-1.0,38.0,1.0
142.61804709588670,-1.11798623737022,-4.0,38.0,1.0
144.99623221809787,-8.23150519405780,-7.0,38.0,1.0
149.82959439791782,-15.37898869144432,-4.5,38.0,1.0
150.79757079424246,-16.46137435141377,0.0,38.0,0.0
141.39878539712123,0.00000000000000,0.0,38.0,1.0
140.00000000000000,0.00000000000000,0.0,38.0,1.0
140.00000000000000,0.00000000000000,0.0,38.0,1.0
140.00000000000000,0.00000000000000,0.0,38.0,1.0
140.00000000000000,0.00000000000000,0.0,22.0,1.0
140.00357138301868,0.40924860803494,1.0,22.0,1.0
140.35668847618203,4.08561677997487,4.0,22.0,1.0
142.77254638059796,11.30993247402020,7.0,22.0,1.0
147.67870530310046,18.55763767076108,4.5,22.0,1.0
148.66068747318505,19.65382405805330,0.0,22.0,1.0
148.66068747318505,19.65382405805330,0.0,22.0,1.0
148.66068747318505,19.65382405805330,0.0,22.0,1.0
148.66068747318505,19.65382405805330,0.0,22.0,1.0
148.66068747318505,19.65382405805330,0.0,22.0,1.0
148.66068747318505,19.65382405805330,0.0,22.0,1.0
148.66068747318505,19.65382405805330,0.0,22.0,1.0
148.66068747318505,19.65382405805330,0.0,22.0,1.0
148.66068747318505,19.65382405805330,0.0,6.0,1.0
148.78171930717830,17.34259975144417,-3.0,6.0,1.0
150.13660446406794,11.61334875913321,-6.0,6.0,0.0
146.89031847698240,-11.27308189496209,0.0,6.0,1.0
146.89031847698240,-11.27308189496209,0.0,6.0,1.0
146.89031847698240,-11.27308189496209,0.0,6.0,1.0
146.89031847698240,-11.27308189496209,0.0,6.0,1.0
146.89031847698240,-11.27308189496209,0.0,6.0,1.0
146.89031847698240,-11.27308189496209,0.0,6.0,1.0
146.89031847698240,-11.27308189496209,0.0,6.0,1.0
699.20745125676010,-179.67413454032123,0.0,100.0,0.0
141.80186281418960,-0.00000000000127,0.0,105.0,1.0
139.99999999999955,-0.00000000000127,0.0,108.0,1.0
139.99999999999955,-0.00000000000127,0.0,108.0,1.0
139.99999999999955,-0.00000000000127,0.0,107.0,1.0
139.99999999999955,-0.00000000000127,0.0,107.0,1.0
139.99999999999955,-0.00000000000127,0.0,107.0,1.0
139.99999999999955,-0.00000000000127,0.0,107.0,1.0
139.99999999999955,-0.00000000000127,0.0,107.0,1.0
139.99999999999955,-0.00000000000127,0.0,106.0,1.0
139.99999999999955,-0.00000000000127,0.0,106.0,1.0
139.99999999999955,-0.00000000000127,0.0,93.0,1.0
139.99999999999955,-0.00000000000127,0.0,93.0,1.0
139.99999999999955,-0.00000000000127,0.0,93.0,1.0
139.99999999999955,-0.00000000000127,0.0,93.0,1.0
140.00357138301817,0.40924860803366,1.0,93.0,1.0
140.35668847618152,4.08561677997360,4.0,93.0,1.0
142.77254638059748,11.30993247401897,7.0,93.0,1.0
147.67870530309995,18.55763767075991,4.5,93.0,1.0
148.66068747318448,19.65382405805215,0.0,93.0,1.0
148.66068747318448,19.65382405805215,0.0,93.0,1.0
148.66068747318448,19.65382405805215,0.0,93.0,1.0
148.66068747318448,19.65382405805215,0.0,93.0,1.0
148.66068747318448,19.65382405805215,0.0,93.0,1.0
148.66068747318448,19.65382405805215,0.0,77.0,1.0
148.78171930717767,17.34259975144305,-3.0,77.0,1.0
150.13660446406732,11.61334875913209,-6.0,77.0,0.0
146.89031847698251,-11.27308189496214,0.0,77.0,1.0
146.89031847698251,-11.27308189496214,0.0,76.0,1.0
146.89031847698251,-11.27308189496214,0.0,76.0,1.0
146.89031847698251,-11.27308189496214,0.0,79.0,1.0
146.89031847698251,-11.27308189496214,0.0,79.0,1.0
146.89031847698251,-11.27308189496214,0.0,78.0,1.0
146.89031847698251,-11.27308189496214,0.0,78.0,1.0
146.89031847698251,-11.27308189496214,0.0,62.0,1.0
147.01280781710594,-8.93403273078986,3.0,65.0,1.0
148.38384569173746,-3.13699012477330,6.0,65.0,1.0
152.91506028599454,4.86374128094657,6.5,65.0,0.0
142.72397333960978,2.89344005747348,0.0,65.0,1.0
142.26702835669465,2.90274139348489,0.0,65.0,1.0
142.26702835669465,2.90274139348489,0.0,64.0,1.0
142.26702835669465,2.90274139348489,0.0,64.0,1.0
142.26702835669465,2.90274139348489,0.0,67.0,1.0
142.26702835669465,2.90274139348489,0.0,51.0,1.0
142.27054283106025,2.50001395486361,-1.0,51.0,1.0
142.61804709588670,-1.11798623737022,-4.0,51.0,1.0
144.99623221809784,-8.23150519405780,-7.0,51.0,1.0
149.82959439791773,-15.37898869144430,-4.5,51.0,1.0
150.79757079424232,-16.46137435141377,0.0,51.0,0.0
141.39878539712120,0.00000000000000,0.0,51.0,1.0
140.00000000000000,0.00000000000000,0.0,51.0,1.0
140.00000000000000,0.00000000000000,0.0,51.0,1.0
140.00000000000000,0.00000000000000,0.0,51.0,1.0
140.00000000000000,0.00000000000000,0.0,35.0,1.0
140.00357138301865,0.40924860803496,1.0,35.0,1.0
140.35668847618200,4.08561677997487,4.0,35.0,1.0
142.77254638059802,11.30993247402020,7.0,35.0,1.0
147.67870530310050,18.55763767076111,4.5,35.0,1.0
148.66068747318505,19.65382405805332,0.0,35.0,1.0
148.66068747318505,19.65382405805332,0.0,35.0,1.0
148.66068747318505,19.65382405805332,0.0,35.0,1.0
148.66068747318505,19.65382405805332,0.0,35.0,1.0
148.66068747318505,19.65382405805332,0.0,35.0,1.0
148.66068747318505,19.65382405805332,0.0,35.0,1.0
148.66068747318505,19.65382405805332,0.0,35.0,1.0
148.66068747318505,19.65382405805332,0.0,35.0,1.0
148.66068747318505,19.65382405805332,0.0,19.0,1.0
148.78171930717832,17.34259975144420,-3.0,19.0,1.0
150.13660446406800,11.61334875913324,-6.0,19.0,0.0
146.89031847698240,-11.27308189496212,0.0,19.0,1.0
146.89031847698240,-11.27308189496212,0.0,19.0,1.0
146.89031847698240,-11.27308189496212,0.0,19.0,1.0
146.89031847698240,-11.27308189496212,0.0,19.0,1.0
146.89031847698240,-11.27308189496212,0.0,19.0,1.0
146.89031847698240,-11.27308189496212,0.0,19.0,1.0
146.89031847698240,-11.27308189496212,0.0,19.0,1.0
146.89031847698240,-11.27308189496212,0.0,3.0,1.0
147.01280781710585,-8.93403273078986,3.0,3.0,1.0
148.38384569173730,-3.13699012477328,6.0,3.0,1.0
152.91506028599446,4.86374128094660,6.5,3.0,0.0
142.72397333960978,2.89344005747348,0.0,3.0,1.0
142.26702835669468,2.90274139348486,0.0,3.0,1.0
142.26702835669468,2.90274139348486,0.0,3.0,1.0
142.26702835669468,2.90274139348486,0.0,2.0,1.0
142.26702835669468,2.90274139348486,0.0,2.0,1.0
383.82215292801440,168.90408114991960,0.0,100.0,0.0
383.82215292801440,168.90408114991960,0.0,100.0,0.0
140.95553823200345,0.00000000000020,0.0,104.0,1.0
139.99999999999986,0.00000000000020,0.0,104.0,1.0
139.99999999999986,0.00000000000020,0.0,103.0,1.0
139.99999999999986,0.00000000000020,0.0,103.0,1.0
139.99999999999986,0.00000000000020,0.0,103.0,1.0
139.99999999999986,0.00000000000020,0.0,90.0,1.0
139.99999999999986,0.00000000000020,0.0,90.0,1.0
139.99999999999986,0.00000000000020,0.0,90.0,1.0
139.99999999999986,0.00000000000020,0.0,90.0,1.0
139.99999999999986,0.00000000000020,0.0,90.0,1.0
139.99999999999986,0.00000000000020,0.0,90.0,1.0
140.03213916812080,1.22757883213475,2.0,74.0,1.0
140.80127840328709,6.11550356628563,5.0,74.0,1.0
144.55448799674107,14.42077312751123,8.0,74.0,1.0
148.49326584057596,19.47213929596689,2.5,74.0,1.0
148.66068747318494,19.65382405805353,0.0,74.0,1.0
148.66068747318494,19.65382405805353,0.0,74.0,1.0
148.66068747318494,19.65382405805353,0.0,74.0,1.0
148.66068747318494,19.65382405805353,0.0,74.0,1.0
148.66068747318494,19.65382405805353,0.0,74.0,1.0
148.66068747318494,19.65382405805353,0.0,74.0,1.0
148.66068747318494,19.65382405805353,0.0,74.0,1.0
148.66068747318494,19.65382405805353,0.0,74.0,1.0
148.66068747318494,19.65382405805353,0.0,58.0,1.0
148.78171930717818,17.34259975144443,-3.0,58.0,1.0
150.13660446406786,11.61334875913346,-6.0,58.0,0.0
146.89031847698240,-11.27308189496209,0.0,58.0,1.0
146.89031847698240,-11.27308189496209,0.0,58.0,1.0
146.89031847698240,-11.27308189496209,0.0,57.0,1.0
146.89031847698240,-11.27308189496209,0.0,57.0,1.0
146.89031847698240,-11.27308189496209,0.0,57.0,1.0
146.89031847698240,-11.27308189496209,0.0,60.0,1.0
146.89031847698240,-11.27308189496209,0.0,60.0,1.0
146.89031847698240,-11.27308189496209,0.0,44.0,1.0
147.01280781710590,-8.93403273078986,3.0,44.0,1.0
148.38384569173735,-3.13699012477328,6.0,44.0,1.0
154.22634555181978,6.46985528710701,4.5,44.0,0.0
142.05615206223150,1.15251804271150,0.0,44.0,1.0
140.94320626464705,1.16162004366268,0.0,44.0,1.0
140.94320626464705,1.16162004366268,0.0,43.0,1.0
140.94320626464705,1.16162004366268,0.0,43.0,1.0
140.94320626464705,1.16162004366268,0.0,46.0,1.0
140.94320626464705,1.16162004366268,0.0,46.0,1.0
140.94320626464705,1.16162004366268,0.0,30.0,1.0
141.07085947196480,-1.27600887800771,-3.0,30.0,1.0
142.49907856599927,-7.31288852036828,-6.0,30.0,1.0
148.57317184525218,-17.28025478220270,-4.5,30.0,1.0
149.54928081458243,-18.37066403079663,0.0,30.0,1.0
149.54928081458243,-18.37066403079663,0.0,30.0,1.0
149.54928081458243,-18.37066403079663,0.0,30.0,1.0
